Month,Year,Fractional Date,Excel Date,CPI,SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,CAPE (Shiller),CAPE    (ERN),SPX-TR,10Y BM,30Y BM,Cash,World EX US Equities,Custom Series1 (NEW),Custom Series2 (NEW),Commodities,Gold,Fama-French Small Stocks,Fama-French Value Stocks,Portfolio,Cumulative Backward Return,C1,Sum of Ct,Sum of CtPt,Equity Drawdown (Real!)
9,1914,"1,914.67",9/30/1914,10.200,"1,209.95",480.65,355.85,908.74,"1,209.95",10.20,10.20,189.09,20.67,9.5844,9.6046,0.44%,0.30%,0.30%,0.39%,0.44%,0.00%,0.00%,-8.72%,0.00%,0.00%,0.00%,0.41%,"7,443.11",28.68,"6,466.83",0.00,-26.687%
10,1914,"1,914.75",10/31/1914,10.100,"1,149.09",482.10,356.90,912.25,"1,149.09",10.10,10.10,190.90,20.67,9.1590,9.1764,-4.09%,1.29%,1.29%,1.38%,-4.09%,0.00%,0.00%,1.96%,0.99%,0.00%,0.00%,-3.02%,"7,412.62",29.28,"6,600.90",0.00,-29.685%
11,1914,"1,914.83",11/30/1914,10.200,"1,198.59",483.56,357.95,915.78,"1,198.59",10.20,10.20,186.57,20.67,9.4255,9.4432,3.29%,-0.68%,-0.69%,-0.60%,3.29%,0.00%,0.00%,-3.22%,-0.98%,0.00%,0.00%,2.49%,"7,643.22",30.44,"6,626.03",0.00,-27.375%
12,1914,"1,914.92",12/31/1914,10.100,"1,285.78",481.74,354.10,919.32,"1,285.78",10.10,10.10,198.22,20.67,10.1722,10.1902,8.34%,0.61%,-0.10%,1.38%,8.34%,0.00%,0.00%,7.29%,0.99%,0.00%,0.00%,6.79%,"7,457.71",29.55,"6,563.23",0.00,-21.321%
1,1915,"1,915.00",1/31/1915,10.100,"1,314.61",484.29,356.76,922.12,"1,314.61",10.10,10.10,213.00,20.67,10.3598,10.3737,2.24%,0.53%,0.75%,0.30%,2.24%,0.00%,0.00%,7.46%,0.00%,0.00%,0.00%,1.90%,"6,983.72",27.79,"6,562.86",0.00,-19.557%
2,1915,"1,915.08",2/28/1915,10.000,"1,303.17",485.75,358.12,924.92,"1,303.17",10.00,10.00,196.61,20.67,10.3298,10.3429,0.12%,1.31%,1.38%,1.31%,0.12%,0.00%,0.00%,-6.77%,1.00%,0.00%,0.00%,0.35%,"6,853.78",28.05,"6,722.52",0.00,-19.460%
3,1915,"1,915.17",3/31/1915,9.900,"1,342.73",491.09,365.24,927.73,"1,342.73",9.90,9.90,200.65,20.67,10.7070,10.7213,4.08%,2.12%,3.02%,1.32%,4.08%,0.00%,0.00%,3.09%,1.01%,0.00%,0.00%,3.68%,"6,829.64",27.98,"6,701.68",0.00,-16.176%
4,1915,"1,915.25",4/30/1915,10.000,"1,449.89",494.23,369.12,930.56,"1,449.89",10.00,10.00,209.86,20.67,11.4011,11.4185,6.90%,-0.37%,0.05%,-0.70%,6.90%,0.00%,0.00%,3.55%,-1.00%,0.00%,0.00%,5.44%,"6,587.14",26.72,"6,610.36",0.00,-10.392%
5,1915,"1,915.33",5/31/1915,10.100,"1,422.13",494.60,368.82,933.39,"1,422.13",10.10,10.10,201.74,20.67,11.0269,11.0420,-2.89%,-0.92%,-1.07%,-0.69%,-2.89%,0.00%,0.00%,-4.82%,-0.99%,0.00%,0.00%,-2.50%,"6,247.11",26.04,"6,766.44",0.00,-12.977%
6,1915,"1,915.42",6/30/1915,10.100,"1,444.33",494.71,368.12,936.23,"1,444.33",10.10,10.10,184.42,20.67,11.1543,11.1686,1.56%,0.02%,-0.19%,0.30%,1.56%,0.00%,0.00%,-8.59%,0.00%,0.00%,0.00%,1.25%,"6,407.01",26.52,"6,693.73",0.00,-11.619%
7,1915,"1,915.50",7/31/1915,10.100,"1,444.95",490.34,360.70,939.07,"1,444.95",10.10,10.10,172.48,20.67,11.1136,11.2409,0.04%,-0.88%,-2.02%,0.30%,0.04%,0.00%,0.00%,-6.47%,0.00%,0.00%,0.00%,-0.15%,"6,327.98",25.15,"6,403.11",0.00,-11.581%
8,1915,"1,915.58",8/31/1915,10.100,"1,512.36",496.86,369.55,941.93,"1,512.36",10.10,10.10,162.40,20.67,11.5848,11.7187,4.67%,1.33%,2.45%,0.30%,4.67%,0.00%,0.00%,-5.84%,0.00%,0.00%,0.00%,3.99%,"6,337.26",25.55,"6,469.24",0.00,-7.456%
9,1915,"1,915.67",9/30/1915,10.100,"1,574.60",494.99,365.89,944.80,"1,574.60",10.10,10.10,160.67,20.67,12.0116,12.1517,4.12%,-0.38%,-0.99%,0.30%,4.12%,0.00%,0.00%,-1.07%,0.00%,0.00%,0.00%,3.21%,"6,093.88",25.08,"6,579.52",0.00,-3.647%
10,1915,"1,915.75",10/31/1915,10.200,"1,667.98",494.80,364.76,947.67,"1,667.98",10.20,10.20,169.09,20.67,12.5491,12.6977,4.89%,-1.02%,-1.29%,-0.68%,4.89%,0.00%,0.00%,4.21%,-0.98%,0.00%,0.00%,3.71%,"5,904.19",24.90,"6,717.68",0.00,0.000%
11,1915,"1,915.83",11/30/1915,10.300,"1,732.48",498.01,368.69,950.55,"1,732.48",10.30,10.30,182.13,20.67,12.8577,13.0105,2.86%,-0.33%,0.10%,-0.67%,2.86%,0.00%,0.00%,6.67%,-0.97%,0.00%,0.00%,2.22%,"5,693.21",24.55,"6,845.30",0.00,0.000%
12,1915,"1,915.92",12/31/1915,10.300,"1,742.39",503.50,376.05,953.44,"1,742.39",10.30,10.30,201.63,20.67,12.8784,13.0303,0.57%,1.10%,2.00%,0.30%,0.57%,0.00%,0.00%,10.71%,0.00%,0.00%,0.00%,0.67%,"5,569.74",23.81,"6,762.98",0.00,0.000%
1,1916,"1,916.00",1/31/1916,10.400,"1,721.23",503.86,375.73,956.33,"1,721.23",10.40,10.40,212.55,20.67,12.5436,12.6890,-2.16%,-0.89%,-1.05%,-0.66%,-2.16%,0.00%,0.00%,4.40%,-0.96%,0.00%,0.00%,-1.91%,"5,532.44",23.75,"6,766.87",0.00,-2.165%
2,1916,"1,916.08",2/29/1916,10.400,"1,703.66",510.53,384.90,959.24,"1,703.66",10.40,10.40,199.38,20.67,12.3547,12.4975,-1.02%,1.32%,2.44%,0.30%,-1.02%,0.00%,0.00%,-6.20%,0.00%,0.00%,0.00%,-0.56%,"5,640.40",24.35,"6,782.46",0.00,-3.163%
3,1916,"1,916.17",3/31/1916,10.500,"1,705.40",514.34,389.82,962.15,"1,705.40",10.50,10.50,210.59,20.67,12.1771,12.3178,-0.85%,-0.21%,0.31%,-0.65%,-0.85%,0.00%,0.00%,4.62%,-0.95%,0.00%,0.00%,-0.73%,"5,671.93",23.93,"6,605.34",0.00,-3.988%
4,1916,"1,916.25",4/30/1916,10.600,"1,694.11",514.72,389.50,965.06,"1,694.11",10.60,10.60,218.68,20.67,11.9065,12.0419,-1.60%,-0.87%,-1.02%,-0.64%,-1.60%,0.00%,0.00%,2.86%,-0.94%,0.00%,0.00%,-1.46%,"5,713.53",23.79,"6,497.96",0.00,-5.523%
5,1916,"1,916.33",5/31/1916,10.700,"1,738.82",517.41,392.71,967.99,"1,738.82",10.70,10.70,206.00,20.67,12.0263,12.1633,1.68%,-0.42%,-0.12%,-0.63%,1.68%,0.00%,0.00%,-6.68%,-0.93%,0.00%,0.00%,1.26%,"5,798.03",24.50,"6,571.47",0.00,-3.936%
6,1916,"1,916.42",6/30/1916,10.800,"1,763.69",514.62,387.54,970.93,"1,763.69",10.80,10.80,219.70,20.67,11.9960,12.1317,0.49%,-1.46%,-2.23%,-0.63%,0.49%,0.00%,0.00%,5.67%,-0.93%,0.00%,0.00%,0.10%,"5,726.08",23.17,"6,268.29",0.00,-3.464%
7,1916,"1,916.50",7/31/1916,10.800,"1,747.33",512.97,384.13,973.87,"1,747.33",10.80,10.80,227.17,20.67,11.7912,12.4290,-0.93%,-0.32%,-0.88%,0.30%,-0.93%,0.00%,0.00%,3.40%,0.00%,0.00%,0.00%,-0.81%,"5,720.53",22.83,"6,161.82",0.00,-4.360%
8,1916,"1,916.58",8/31/1916,10.900,"1,768.83",515.69,387.35,976.83,"1,768.83",10.90,10.90,252.00,20.67,11.7321,12.3669,0.30%,-0.39%,-0.09%,-0.62%,0.30%,0.00%,0.00%,9.91%,-0.92%,0.00%,0.00%,0.16%,"5,767.28",22.76,"6,072.00",0.00,-4.071%
9,1916,"1,916.67",9/30/1916,11.100,"1,849.54",518.40,390.57,979.79,"1,849.54",11.10,11.10,255.26,20.67,11.9446,12.5922,2.68%,-1.29%,-0.99%,-1.50%,2.68%,0.00%,0.00%,-0.53%,-1.80%,0.00%,0.00%,1.88%,"5,758.16",21.15,"5,629.39",0.00,-1.501%
10,1916,"1,916.75",10/31/1916,11.300,"1,915.41",519.96,392.04,982.76,"1,915.41",11.30,11.30,295.46,20.67,12.0457,12.6981,1.73%,-1.47%,-1.40%,-1.47%,1.73%,0.00%,0.00%,13.70%,-1.77%,0.00%,0.00%,1.08%,"5,651.80",20.76,"5,609.25",0.00,0.000%
